external_gene_name,chromosome_name,transcript_biotype,is_coding
Dnajc17,2,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Abcc3,11,protein_coding__protein_coding_CDS_not_defined,True
Gm14137,2,protein_coding,True
Gm14138,2,processed_pseudogene,False
Nr5a1,2,protein_coding__retained_intron,True
Hsph1,5,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Tmem219,7,protein_coding__retained_intron,True
Nr5a1os,2,lncRNA,False
Zfyve19,2,protein_coding_CDS_not_defined__protein_coding__retained_intron,True
Gm20650,7,lncRNA,False
Gm23445,7,snRNA,False
Kctd13,7,protein_coding__retained_intron,True
Gm44735,7,TEC,False
Ppp1r14d,2,protein_coding,True
Gm21984,7,lncRNA,False
Asphd1,7,protein_coding,True
Gm14152,2,lncRNA,False
Gm57228,7,lncRNA,False
Sez6l2,7,protein_coding__retained_intron__nonsense_mediated_decay,True
Gm24868,2,snoRNA,False
Gm14150,2,processed_pseudogene,False
Spint1,2,protein_coding__retained_intron,True
Gm5566,5,processed_pseudogene,False
B3glct,5,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm14146,2,lncRNA,False
4921509C19Rik,2,protein_coding,True
Rhov,2,protein_coding,True
Cacna1g,11,protein_coding__protein_coding_CDS_not_defined,True
Gm14175,2,unprocessed_pseudogene,False
Vps18,2,retained_intron__protein_coding__protein_coding_CDS_not_defined,True
Brdt,5,protein_coding__protein_coding_CDS_not_defined,True
Nr6a1,2,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm8152,5,processed_pseudogene,False
Gm42902,5,lncRNA,False
n-R5s173,5,rRNA,False
Cdiptos,7,retained_intron__protein_coding__nonsense_mediated_decay,True
Ephx4,5,protein_coding,True
Cdipt,7,protein_coding__nonsense_mediated_decay__retained_intron,True
Gm17202,5,lncRNA,False
Lpcat2b,5,protein_coding,True
Gm44146,2,TEC,False
Dll4,2,protein_coding__protein_coding_CDS_not_defined,True
Btbd8,5,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Mvp,7,protein_coding__retained_intron,True
Rpl15-ps4,2,processed_pseudogene,False
Nr6a1os,2,lncRNA,False
Chac1,2,protein_coding,True
Mir181a-2,2,miRNA,False
Gm44144,2,TEC,False
Nsfl1c,2,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm9727,5,processed_pseudogene,False
1700028K03Rik,5,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Pagr1b,7,lncRNA,False
Pagr1a,7,protein_coding,True
Gm42742,7,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Vmn2r10,5,protein_coding__nonsense_mediated_decay__retained_intron,True
Prrt2,7,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Mir181b-2,2,miRNA,False
5730507A11Rik,2,TEC,False
Olfml2a,2,protein_coding,True
Gm5871,5,processed_pseudogene,False
Vmn2r11,5,protein_coding__nonsense_mediated_decay__retained_intron,True
Maz,7,protein_coding__retained_intron,True
Vmn2r12,5,protein_coding,True
Gm13473,2,processed_pseudogene,False
Gm13474,2,unprocessed_pseudogene,False
Gm13496,2,lncRNA,False
Vmn2r15,5,protein_coding__nonsense_mediated_decay,True
Fkbp1a,2,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Vmn2r16,5,protein_coding,True
Kif22,7,protein_coding__retained_intron,True
Gm7171,5,translated_unprocessed_pseudogene,False
Vmn2r-ps26,5,unprocessed_pseudogene,False
Vmn2r18,5,protein_coding__nonsense_mediated_decay,True
Rfc5,5,protein_coding__retained_intron,True
Wdr38,2,nonsense_mediated_decay__protein_coding__protein_coding_CDS_not_defined,True
Gm31749,7,lncRNA,False
Gm55469,7,misc_RNA,False
Gm55470,7,miRNA,False
Zg16,7,protein_coding__protein_coding_CDS_not_defined,True
Gm44939,7,lncRNA,False
Gm22747,7,snRNA,False
AI467606,7,protein_coding,True
Sdcbp2,2,protein_coding,True
Qprt,7,protein_coding__protein_coding_CDS_not_defined,True
Spn,7,nonsense_mediated_decay__protein_coding,True
Ksr2,5,protein_coding__retained_intron,True
Rpl35,2,protein_coding__protein_coding_CDS_not_defined,True
Gm18561,7,processed_pseudogene,False
Gm44940,7,TEC,False
Gm25735,7,misc_RNA,False
Cd2bp2,7,protein_coding__retained_intron__nonsense_mediated_decay,True
Ino80,2,protein_coding__retained_intron,True
Gm42550,5,TEC,False
Gm37028,5,TEC,False
Gm57253,5,lncRNA,False
Gm57254,5,lncRNA,False
1700021F13Rik,5,lncRNA,False
Gm42690,5,TEC,False
Gm57255,5,lncRNA,False
Gm57256,5,lncRNA,False
Gm57257,5,lncRNA,False
Gm57258,5,lncRNA,False
Gm29264,5,lncRNA,False
Gm57259,5,lncRNA,False
Gm57260,5,lncRNA,False
Tbx3os2,5,lncRNA,False
Gm57261,5,lncRNA,False
Tbc1d10b,7,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm57262,5,lncRNA,False
Gm57263,5,lncRNA,False
Gm57264,5,lncRNA,False
Gm57265,5,lncRNA,False
Gm20005,5,lncRNA,False
Gm57268,5,lncRNA,False
Gm32727,5,lncRNA,False
Gm33474,5,lncRNA,False
A930024E05Rik,5,lncRNA,False
Gm16035,5,lncRNA,False
Gm57270,5,lncRNA,False
Gm57271,5,lncRNA,False
Gm43101,5,lncRNA,False
Gm57272,5,lncRNA,False
Mylpf,7,protein_coding__retained_intron,True
4930458D05Rik,5,lncRNA,False
Gm31785,5,lncRNA,False
Thap6,5,retained_intron__processed_transcript__transcribed_unitary_pseudogene,False
Arpc5l,2,protein_coding_CDS_not_defined__protein_coding__nonsense_mediated_decay,True
Gm7546,7,transcribed_unprocessed_pseudogene,False
Gm57273,5,lncRNA,False
Tarsl2,7,retained_intron__protein_coding__protein_coding_CDS_not_defined,True
Gm57274,5,lncRNA,False
Gm57275,5,lncRNA,False
Gm57276,5,lncRNA,False
D430040L24Rik,5,lncRNA,False
Gm20033,5,lncRNA__retained_intron,False
Gm14208,2,processed_pseudogene,False
Exd1,2,protein_coding,True
Gm57278,5,lncRNA,False
Gm19619,5,lncRNA,False
Gm57279,5,lncRNA,False
Gm3716,5,lncRNA,False
Gm33151,5,lncRNA,False
Tm2d3,7,protein_coding__nonsense_mediated_decay,True
Gm57280,5,lncRNA,False
4921504A21Rik,5,lncRNA,False
Gm42141,5,TEC,False
Snph,2,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm57281,5,lncRNA,False
Gm57282,5,lncRNA,False
Gm57283,5,lncRNA,False
Gm57284,5,lncRNA,False
Gm36535,5,lncRNA,False
Chaer1,5,lncRNA,False
Gm19590,5,lncRNA,False
Gm57285,5,lncRNA,False
A630023P12Rik,5,lncRNA,False
Gm7551,7,processed_pseudogene,False
1810008I18Rik,7,lncRNA,False
Gm20684,7,lncRNA,False
Pcsk6,7,protein_coding__retained_intron,True
Gm28050,5,lncRNA,False
Gm10419,5,lncRNA,False
Rad21l,2,protein_coding,True
Gm57286,5,lncRNA,False
4932422M17Rik,5,lncRNA,False
Gm57287,5,lncRNA,False
Gm57288,5,lncRNA,False
9230114K14Rik,5,lncRNA__retained_intron,False
Chp1,2,protein_coding__retained_intron,True
Gm57289,5,lncRNA,False
Gm8013,5,lncRNA,False
Gm54318,5,lncRNA,False
Gm57290,5,lncRNA,False
Gm57291,5,lncRNA,False
Gm57292,5,lncRNA,False
Gm32051,5,lncRNA,False
AI480526,5,lncRNA,False
Gm45213,7,protein_coding,True
Snrpa1,7,protein_coding_CDS_not_defined__protein_coding__nonsense_mediated_decay__retained_intron,True
Tmem74bos,2,protein_coding__protein_coding_CDS_not_defined,True
Gm14159,2,processed_pseudogene,False
Tmem74b,2,protein_coding,True
Oip5,2,retained_intron__protein_coding,True
Psmf1,2,protein_coding__retained_intron__nonsense_mediated_decay,True
2310047D07Rik,5,lncRNA,False
Dkkl1,7,protein_coding__retained_intron,True
Gm57293,5,lncRNA,False
Gm43173,5,TEC,False
Fzd10os,5,lncRNA,False
Tead2,7,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
4930556L07Rik,2,lncRNA,False
Gm14153,2,processed_pseudogene,False
Gm57294,5,lncRNA,False
Nusap1,2,protein_coding__protein_coding_CDS_not_defined,True
Gm29707,5,lncRNA,False
AI839979,5,lncRNA,False
Gm12292,11,lncRNA,False
1700086D15Rik,11,lncRNA,False
Gm12295,11,lncRNA,False
4933404O12Rik,5,lncRNA,False
Gm13830,5,lncRNA,False
Utp18,11,protein_coding__protein_coding_CDS_not_defined,True
Dancr,5,retained_intron__lncRNA,False
n-R5s204,2,rRNA,False
Ndufaf1,2,protein_coding__protein_coding_CDS_not_defined,True
Abhd11os,5,processed_transcript__transcribed_unitary_pseudogene,False
Cd37,7,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Mbtd1,11,protein_coding__protein_coding_CDS_not_defined,True
H3f3c,2,processed_pseudogene,False
Gm14383,2,processed_pseudogene,False
Golga1,2,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined__retained_intron,True
Gm57296,5,lncRNA,False
Gm57297,5,lncRNA,False
Gm33370,5,lncRNA,False
Gm42918,5,lncRNA,False
C78283,5,lncRNA,False
Gm52829,5,lncRNA,False
Gm57298,5,lncRNA,False
Gm30866,5,lncRNA,False
Gm43698,5,lncRNA,False
1110006O24Rik,5,lncRNA,False
Gm57299,5,lncRNA,False
Slc6a16,7,protein_coding__retained_intron,True
D5Ertd605e,5,lncRNA,False
C330024D21Rik,5,retained_intron__lncRNA,False
Gm23585,7,snRNA,False
Slc6a21,7,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm10369,5,lncRNA,False
6030443J06Rik,5,lncRNA,False
Gm57300,5,lncRNA,False
Gm43050,5,lncRNA,False
Trpm4,7,nonsense_mediated_decay__protein_coding__retained_intron,True
D130017N08Rik,5,lncRNA,False
1700028E10Rik,5,retained_intron__lncRNA,False
9930105H17Rik,5,lncRNA,False
Gm43267,5,TEC,False
Gm34583,5,processed_transcript__transcribed_processed_pseudogene,False
5031425E22Rik,5,lncRNA,False
Gm20390,11,protein_coding,True
G6pc3,11,protein_coding__protein_coding_CDS_not_defined,True
Gm26127,2,snRNA,False
Scai,2,protein_coding__nonsense_mediated_decay__retained_intron,True
Gm57301,5,lncRNA,False
Gm57302,5,lncRNA,False
Gm57304,5,lncRNA,False
2700038G22Rik,5,lncRNA,False
Hdac5,11,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Gm26608,5,lncRNA,False
2900005J15Rik,5,lncRNA,False
Gm30603,5,lncRNA,False
Gm57305,5,lncRNA,False
Mm2pr,5,lncRNA,False
Gm54310,5,lncRNA,False
Gm57306,5,lncRNA,False
Gm15787,5,lncRNA,False
Gm57308,5,lncRNA,False
Rpl14-ps1,7,processed_pseudogene,False
Gm57309,5,lncRNA,False
Gm57310,5,lncRNA,False
Hrc,7,protein_coding,True
Gm36149,5,lncRNA,False
5430416N02Rik,5,lncRNA,False
Ppfia3,7,protein_coding_CDS_not_defined__protein_coding__retained_intron,True
D730045B01Rik,5,lncRNA,False
Gm57311,5,lncRNA,False
2310034O05Rik,5,lncRNA,False
Gm27199,5,lncRNA,False
Gm18791,2,processed_pseudogene,False
Gm16523,2,processed_transcript__transcribed_processed_pseudogene,False
Gm57312,5,lncRNA,False
Gm44027,2,TEC,False
Gm15728,5,lncRNA,False
Ppp6c,2,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
5033403H07Rik,5,lncRNA__retained_intron,False
Gm9936,5,lncRNA,False
Gm57313,5,lncRNA,False
Tbx3os1,5,lncRNA,False
Gm13511,2,processed_pseudogene,False
Gm13504,2,processed_pseudogene,False
Vmn2r-ps2,2,processed_pseudogene,False
Gm13506,2,unprocessed_pseudogene,False
Gm13454,2,processed_pseudogene,False
Gm13451,2,processed_pseudogene,False
Gm13452,2,processed_pseudogene,False
Gm43944,2,processed_pseudogene,False
Gm43970,2,TEC,False
Gm13453,2,processed_pseudogene,False
Gm13457,2,processed_pseudogene,False
Gm13458,2,processed_pseudogene,False
Gm13455,2,processed_pseudogene,False
Gm24467,2,snoRNA,False
Gm13456,2,processed_pseudogene,False
Lrp1b,2,protein_coding_CDS_not_defined__protein_coding__retained_intron,True
AI506816,5,lncRNA,False
6330418K02Rik,5,lncRNA,False
Gm32304,5,lncRNA,False
Srrm4os,5,lncRNA,False
E130006D01Rik,5,lncRNA,False
Lin7b,7,nonsense_mediated_decay__protein_coding__retained_intron,True
Gm57316,5,lncRNA,False
Gm57317,5,lncRNA,False
Gm57318,5,lncRNA,False
Gm57319,5,lncRNA,False
9430085M18Rik,5,lncRNA,False
Gm9958,5,lncRNA,False
Gm57320,5,lncRNA,False
Miat,5,lncRNA,False
Gm45619,7,lncRNA,False
Snrnp70,7,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Gm33293,5,lncRNA,False
4930566F21Rik,5,lncRNA,False
Gm57321,5,lncRNA,False
Gm57322,5,lncRNA,False
Gm57323,5,lncRNA,False
1500035N22Rik,5,lncRNA,False
Gm57324,5,lncRNA,False
Gm33044,5,lncRNA,False
Gm57325,5,lncRNA,False
Cxcl11,5,protein_coding_LoF,True
Abhd1,5,protein_coding_LoF,True
Gbp11,5,protein_coding_LoF,True
Mir8101,11,miRNA,False
Hrob,11,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Atp10d,5,protein_coding_LoF__retained_intron__protein_coding_CDS_not_defined,True
Gm56473,2,misc_RNA,False
Gm13462,2,processed_pseudogene,False
Gm13460,2,processed_pseudogene,False
Gm13461,2,processed_pseudogene,False
Gm13463,2,processed_pseudogene,False
Mir6336,2,miRNA,False
Gm57326,2,snoRNA,False
Gm24350,2,snoRNA,False
Arhgap15,2,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Asb16,11,protein_coding,True
Gm56109,7,snoRNA,False
Kcna7,7,protein_coding,True
Ntf5,7,protein_coding,True
Ctbp1,5,protein_coding__retained_intron__nonsense_mediated_decay,True
Tmub2,11,protein_coding__protein_coding_CDS_not_defined,True
Lhb,7,nonsense_mediated_decay__retained_intron__protein_coding,True
Lhb,7,protein_coding,True
Ruvbl2,7,protein_coding__retained_intron__nonsense_mediated_decay,True
Atxn7l3,11,retained_intron__protein_coding,True
Arhgap15os,2,lncRNA,False
Gm56474,2,snRNA,False
Gtdc1,2,protein_coding__protein_coding_CDS_not_defined,True
Gm13477,2,processed_pseudogene,False
Zeb2,2,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gys1,7,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm43850,5,processed_pseudogene,False
Gm454,5,transcribed_unprocessed_pseudogene,False
,5,lncRNA,False
2310040G07Rik,5,transcribed_unprocessed_pseudogene,False
D630030B08Rik,5,TEC,False
Gm42466,5,TEC,False
Gm15477,5,lncRNA,False
Gm42736,5,TEC,False
4930425K10Rik,5,lncRNA,False
Gm5108,5,lncRNA,False
Gm15921,5,processed_pseudogene,False
Tmem248,5,protein_coding,True
Ftl1,7,protein_coding__retained_intron__protein_coding_CDS_not_defined__nonsense_mediated_decay,True
Ubtf,11,protein_coding__retained_intron,True
Gm56125,7,miRNA,False
Gm6598,5,lncRNA,False
Gm10252,7,TEC,False
Gm42467,5,TEC,False
Bax,7,protein_coding__retained_intron,True
Sbds,5,protein_coding__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Tyw1,5,protein_coding__retained_intron,True
Gm45808,7,protein_coding,True
Dhdh,7,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Mir5129,2,miRNA,False
Zeb2os,2,lncRNA__misc_RNA,False
Tulp2,7,protein_coding_CDS_not_defined__protein_coding,True
A330070K13Rik,5,lncRNA,False
Gm56475,2,misc_RNA,False
Gm56476,2,misc_RNA,False
Gm56477,2,misc_RNA,False
Gm28643,2,lncRNA,False
Gm56478,2,misc_RNA,False
Tpst1,5,protein_coding__retained_intron,True
Gm13475,2,processed_pseudogene,False
Gm13479,2,lncRNA,False
Gm13478,2,processed_pseudogene,False
1700019E08Rik,2,lncRNA,False
Gm13465,2,lncRNA,False
Gm13467,2,lncRNA,False
Gm13466,2,processed_pseudogene,False
Gm23072,2,snoRNA,False
Gm13469,2,processed_pseudogene,False
Gm25264,2,snoRNA,False
Gm56479,2,miRNA,False
Gm13471,2,processed_pseudogene,False
Gm13482,2,processed_pseudogene,False
Gm25338,2,snRNA,False
Gm13472,2,processed_pseudogene,False
Gm13489,2,processed_pseudogene,False
Acvr2a,2,protein_coding__protein_coding_CDS_not_defined,True
2210412B16Rik,5,TEC,False
Gm57269,5,lncRNA,False
Ndufa12-ps,5,processed_pseudogene,False
1700041I07Rik,5,lncRNA,False
Rpl21,5,protein_coding__retained_intron,True
Orc4,2,protein_coding__protein_coding_CDS_not_defined,True
Gm25091,5,snoRNA,False
Gm23202,5,snoRNA,False
Gm10858,5,lncRNA,False
Gtf3a,5,protein_coding__retained_intron,True
V1rg10,5,protein_coding_LoF,True
Gm3027,5,unprocessed_pseudogene,False
Gm18187,5,processed_pseudogene,False
Gm8706,5,processed_pseudogene,False
Gm43529,5,processed_pseudogene,False
Nucb1,7,protein_coding__retained_intron,True
Gm6486,5,unprocessed_pseudogene,False
Gm3053,5,unprocessed_pseudogene,False
Gm43530,5,processed_pseudogene,False
Gm8715,5,unprocessed_pseudogene,False
Gm22740,5,snRNA,False
Crybb2,5,protein_coding__protein_coding_CDS_not_defined,True
Gm43247,5,processed_pseudogene,False
Crybb3,5,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Mbd5,2,protein_coding__protein_coding_CDS_not_defined__nonsense_mediated_decay,True
2900026A02Rik,5,protein_coding,True
Gm43246,5,TEC,False
Gm45478,7,processed_pseudogene,False
F830115B05Rik,5,TEC,False
Gm57220,7,lncRNA,False
4930557B06Rik,5,TEC,False
Gm42161,5,lncRNA,False
Ppp1r15a,7,protein_coding,True
Gm43094,5,TEC,False
Tmem211,5,protein_coding,True
Sgsm1,5,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Plekha4,7,protein_coding__nonsense_mediated_decay__retained_intron,True
Gm13510,2,processed_pseudogene,False
Ap2m1-ps,2,processed_pseudogene,False
Gm13508,2,processed_pseudogene,False
Gm25215,2,snoRNA,False
Epc2,2,protein_coding,True
Kif5c,2,protein_coding__protein_coding_CDS_not_defined,True
Gm45564,7,lncRNA,False
Hsd17b14,7,protein_coding__nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined,True
C030013E06Rik,11,lncRNA,False
Slc4a1,11,protein_coding__protein_coding_CDS_not_defined,True
0610005C13Rik,7,lncRNA,False
Bcat2,7,protein_coding__retained_intron__nonsense_mediated_decay,True
4930405N21Rik,5,lncRNA,False
Gm43353,5,lncRNA,False
Mir7229,5,miRNA,False
Mir7230,5,miRNA,False
Gm13525,2,processed_pseudogene,False
Aym1,5,lncRNA,False
Lypd6,2,protein_coding,True
Septin11,5,protein_coding__retained_intron,True
Gm31479,7,lncRNA,False
Mmadhc,2,protein_coding__protein_coding_CDS_not_defined,True
Fgf21,7,protein_coding,True
Fut1,7,protein_coding,True
Izumo1,7,protein_coding__retained_intron,True
Rasip1,7,protein_coding,True
Gm13483,2,lncRNA,False
Bloodlinc,11,lncRNA,False
Gm48908,2,lncRNA,False
Rundc3a,11,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm13486,2,processed_pseudogene,False
Gm13488,2,processed_pseudogene,False
Gm13487,2,processed_pseudogene,False
Gm13485,2,lncRNA,False
Gm13484,2,processed_pseudogene,False
Gm13498,2,processed_pseudogene,False
Rnd3,2,protein_coding__retained_intron,True
Gm45437,7,lncRNA,False
A030001D20Rik,7,lncRNA,False
Mamstr,7,retained_intron__protein_coding,True
Gm28639,2,lncRNA,False
Gm13500,2,processed_pseudogene,False
Gm13497,2,lncRNA,False
Gm43682,5,TEC,False
Gm13499,2,lncRNA,False
Ccni,5,protein_coding__retained_intron,True
1700057H21Rik,2,lncRNA,False
Gm23505,2,scaRNA,False
Gm13494,2,processed_pseudogene,False
Gm13491,2,processed_pseudogene,False
Tas2r134,2,protein_coding,True
Gm13490,2,lncRNA,False
Gm13492,2,processed_pseudogene,False
Gm13493,2,processed_pseudogene,False
Rbm43,2,protein_coding__protein_coding_CDS_not_defined,True
Gm43681,5,TEC,False
Fut2,7,protein_coding__protein_coding_CDS_not_defined,True
Gm2986,5,processed_pseudogene,False
2010109A12Rik,5,protein_coding__retained_intron,True
Ccng2,5,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm5113,7,lncRNA,False
Gm57231,7,lncRNA,False
Gm13495,2,processed_pseudogene,False
Trim30b,7,retained_intron__protein_coding,True
Nmi,2,protein_coding__retained_intron,True
Or52h9,7,protein_coding_CDS_not_defined__protein_coding,True
Slc25a39,11,protein_coding__retained_intron__nonsense_mediated_decay__protein_coding_CDS_not_defined,True
Or52h7,7,protein_coding,True
Or52d3,7,protein_coding,True
Kat2b-ps,5,processed_pseudogene,False
Gm18118,5,unprocessed_pseudogene,False
Gm43224,5,unprocessed_pseudogene,False
Or52u1,7,protein_coding,True
Gm43225,5,unprocessed_pseudogene,False
Gm43226,5,processed_pseudogene,False
Gm7919,5,unprocessed_pseudogene,False
Or52ac1,7,protein_coding__protein_coding_CDS_not_defined,True
Gm43227,5,unprocessed_pseudogene,False
Gm6346,5,unprocessed_pseudogene,False
Or52p1,7,protein_coding,True
Gm3089,5,unprocessed_pseudogene,False
Or56b1,7,protein_coding,True
BC080696,5,unprocessed_pseudogene,False
Gm3176,5,unprocessed_pseudogene,False
Gm7647,5,unprocessed_pseudogene,False
Or52n4,7,protein_coding,True
Tnfaip6,2,protein_coding,True
Gm42661,5,unprocessed_pseudogene,False
Usp17le-ps,7,unprocessed_pseudogene,False
Gm7939,5,unprocessed_pseudogene,False
Or52n20,7,protein_coding,True
Gm6468,5,unprocessed_pseudogene,False
Or56b2l-ps1,7,unprocessed_pseudogene,False
Gm32072,5,unprocessed_pseudogene,False
Isoc2a,7,protein_coding,True
Gm7961,5,unprocessed_pseudogene,False
Gm42662,5,unprocessed_pseudogene,False
Rif1,2,protein_coding__nonsense_mediated_decay__retained_intron__protein_coding_CDS_not_defined,True
Gm6348,5,unprocessed_pseudogene,False
Gm3302,5,unprocessed_pseudogene,False
Gm42714,5,unprocessed_pseudogene,False
Gm36210,7,protein_coding,True
Gm44983,7,lncRNA,False
Gm5559,5,processed_pseudogene,False
Gm5320,7,processed_pseudogene,False
Gm25937,5,snRNA,False
Cxcl13,5,protein_coding,True
Zfp628,7,protein_coding,True
Nat14,7,protein_coding,True
Gm7993,5,processed_pseudogene,False
Cnot6l,5,protein_coding__retained_intron__nonsense_mediated_decay,True
Ssc5d,7,protein_coding__retained_intron,True
Sbk2,7,protein_coding__protein_coding_CDS_not_defined,True
Sbk3,7,protein_coding,True
Gm57233,7,lncRNA,False
Zfp579,7,protein_coding_CDS_not_defined__protein_coding,True
Mir6930,11,miRNA,False
Gm57400,11,lncRNA,False
Gm57356,11,lncRNA,False
Fiz1,7,protein_coding__retained_intron,True
Grn,11,protein_coding__retained_intron,True
Neb,2,protein_coding__protein_coding_CDS_not_defined,True
Gm2840,5,processed_pseudogene,False
Gm33050,5,lncRNA,False
Gm42605,5,TEC,False
Pramel34,5,protein_coding,True
Zfp524,7,protein_coding,True
Gm44973,7,protein_coding,True
Gm57217,7,lncRNA,False
Zfp865,7,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Pramel35,5,protein_coding,True
Pramel36,5,protein_coding,True
Pramel38,5,protein_coding,True
Ccdc106,7,protein_coding,True
Pramel40,5,protein_coding,True
Pramel41,5,protein_coding,True
Pramel44,5,protein_coding,True
Gm6205,5,unprocessed_pseudogene,False
Gm6367,5,processed_transcript__transcribed_unprocessed_pseudogene,False
Pramel49,5,protein_coding,True
Gm7982,5,protein_coding,True
Fam171a2,11,protein_coding__protein_coding_CDS_not_defined,True
Pramel33,5,protein_coding,True
Zfp784,7,protein_coding,True
Gm15510,7,lncRNA,False
Pramel37,5,protein_coding,True
Zfp580,7,protein_coding,True
Gm6351,5,protein_coding,True
Gm38941,7,unitary_pseudogene,False
Gm45133,7,TEC,False
Pramel39,5,processed_transcript__transcribed_unprocessed_pseudogene,False
AA792892,5,processed_transcript__transcribed_unprocessed_pseudogene,False
U2af2,7,protein_coding__nonsense_mediated_decay__retained_intron,True
Itga2b,11,protein_coding__protein_coding_CDS_not_defined,True
Pramel42,5,protein_coding,True
Pramel43,5,protein_coding,True
Gm42561,5,unprocessed_pseudogene,False
Gm7663,5,unprocessed_pseudogene,False
Gm3183,5,protein_coding,True
Pramel45,5,protein_coding,True
Gm16513,5,protein_coding,True
Pramel46,5,protein_coding,True
Pramel47,5,protein_coding,True
Pramel48,5,protein_coding,True
Pramel50,5,protein_coding,True
E330014E10Rik,5,protein_coding,True
Mrpl1,5,protein_coding,True
Epn1,7,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm56028,11,misc_RNA,False
Gpatch8,11,protein_coding__protein_coding_CDS_not_defined,True
Kctd7,5,protein_coding__nonsense_mediated_decay,True
Gm11628,11,processed_pseudogene,False
Rasl11a,5,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Mdk-ps1,11,processed_pseudogene,False
Gm25337,11,snRNA,False
Gm11627,11,lncRNA,False
Spon2,5,retained_intron__protein_coding,True
Fzd2,11,protein_coding,True
Gm11636,11,lncRNA,False
2810433D01Rik,11,lncRNA,False
Gm10459,5,TEC,False
Psmb5-ps,11,processed_pseudogene,False
Tmem129,5,protein_coding__retained_intron,True
Gm56048,11,miRNA,False
Meioc,11,protein_coding__protein_coding_CDS_not_defined,True
Rfpl4,7,protein_coding,True
Rasl2-9,7,protein_coding,True
Gm47692,7,processed_pseudogene,False
Gm56144,7,miRNA,False
Ccdc43,11,protein_coding__protein_coding_CDS_not_defined,True
Tacc3,5,protein_coding__retained_intron,True
Vmn1r55,7,protein_coding_CDS_not_defined__protein_coding,True
Vmn1r56,7,protein_coding,True
Vmn1r57,7,protein_coding__retained_intron,True
Gm45146,7,processed_pseudogene,False
Gm23942,7,snRNA,False
Nlrp2,7,protein_coding__nonsense_mediated_decay,True
Gm11637,11,processed_pseudogene,False
Gm16342,11,unitary_pseudogene,False
Adam11,11,protein_coding__protein_coding_CDS_not_defined,True
Gm18757,7,processed_pseudogene,False
Gm5065,7,protein_coding,True
Gm45147,7,processed_pseudogene,False
Zfp566,7,protein_coding__retained_intron,True
Gm44872,7,processed_pseudogene,False
Zfp260,7,protein_coding_CDS_not_defined__protein_coding__retained_intron,True
Gm56129,7,miRNA,False
Zfp382,7,protein_coding__retained_intron,True
Gm56481,2,miRNA,False
Gm13521,2,processed_pseudogene,False
Gm10988,7,processed_pseudogene,False
Gm13522,2,lncRNA,False
Zfp146,7,protein_coding__protein_coding_CDS_not_defined__retained_intron,True
Gm5113,7,transcribed_unprocessed_pseudogene,False
Arl5a,2,protein_coding__retained_intron,True
Cox7a1,7,protein_coding,True
Capns1,7,retained_intron__protein_coding__protein_coding_CDS_not_defined,True
Cacnb4,2,protein_coding__protein_coding_CDS_not_defined,True
Gjc1,11,protein_coding__retained_intron__protein_coding_CDS_not_defined,True
Gm22683,11,snoRNA,False
Gm11729,11,lncRNA,False
Gm8624,11,processed_transcript__transcribed_processed_pseudogene,False
Gm11732,11,lncRNA,False
Gm42965,5,processed_pseudogene,False
Gm34418,11,lncRNA,False
G630022F23Rik,5,TEC,False
Gm11733,11,lncRNA,False
Gm11734,11,lncRNA,False
Fgfr3,5,protein_coding__retained_intron,True
Gpr179,11,protein_coding__retained_intron,True
